Key	Value
    天苍历245年，腊月。\n    立派于月轮山的正道门派太一门，突遭外敌入侵。太一门掌教虽临阵突破金丹，但却在追击敌人时身陷绝龙阵，最终陨落。\n    是夜，太一门满门尽灭。仅有数名外门弟子在传功长老的帮助下逃出山门……	    Ano 245 da Era Tiancang, dezembro.\n    A seita Taiyi, que se estabeleceu no Monte da Lua Cheia, foi repentinamente invadida por inimigos. Embora o líder da seita tenha rompido para o Núcleo Dourado antes da batalha, foi pego em uma Formação Mata-Dragão enquanto perseguia os inimigos, o que levou à sua morte.\n    Naquela noite, quase toda a seita Taiyi foi massacrada. Apenas alguns discípulos externos conseguiram escapar da montanha com a ajuda de um ancião...
某地	Algum lugar
心境圆润	Sereno
删除成功	Excluído com sucesso.
指定归属	Atribuir
  当前进度:	  Progresso Atual:
点击订阅	Inscrever-se
正心不在焉的种植中	Plantando distraidamente
未选择需要上传的内容	Você não selecionou nenhum conteúdo para enviar.
它的	[ITS]
区域数据	Dados da Area
自动存档	Autosalvamento
衣服	Vestimenta
通灵时间：{0:f2}天\n	Tempo de Iluminação: {0:f2} dias\n
的	's
祭拜	Adoração
垂钓	Pesca
加满一个神修的神民	Maximizar os Residentes Divinos de um Cultivador Divino.
增加百分比	Aumento Percentual
解锁神国建筑:[{0}]\n	Edifício do Reino Divino Desbloqueado: [{0}]\n
影响岐黄，巧匠技巧，在进入内门时转化为炼丹，炼器的比例。	Afeta habilidades de cura e artesanato. Essas habilidades serão convertidas em Alquimia e Forja de Artefatos quando um personagem se tornar um discípulo interno.
载入场景数据	Carregando dados do mapa
冬	Inverno
观察	Observando
功法秘籍	Manual de Cultivo
粮食储备	Reserva de Alimentos
存档中...	Salvando...
无法记下更多的片段	Incapaz de memorizar mais fragmentos.
驱逐	Banir
修行	Praticar
[color=#306BC7]获得了新的修炼功法：{0}[/color]	[color=#306BC7]Nova Técnica de Cultivo Obtida: {0}[/color]
关	Desligado
选择一个单位,对其发起攻击。	Selecione uma unidade para atacá-la.
门派图鉴需要玩家拜山对应的门派来点亮。	Para desbloquear o conteúdo da Enciclopédia das Seitas, é necessário visitar as seitas correspondentes.
地点图鉴需要玩家前往目标地点历练来点亮。	Para desbloquear o conteúdo da Enciclopédia dos Locais, é necessário viajar para esses locais e se aventurar.
可爱的动物	Criando animais fofos
你失去了{0}\n你获得了{1}	Você perdeu {0}.\nVocê obteve {1}.
搜索	Procurar
平衡	Equilíbrio
走路	Caminhando
弟子男	Discípulo (M)
照顾	Cuidar
让精怪禁止移动。	Impedir o Espírito Sentiente de se mover.
道具	Item
保存成功	Salvo com sucesso.
<font color=#FF0000>(境界不够，无法修炼)</font>\n	<font color=#FF0000>(Nível insuficiente, impossível treinar)</font>\n
秋	Outono
\n{0}{1:F0}  {2} Nível (Aumento do Limite)	
六壬神算	Previsão Astrológica
{0}相关	Relacionado a {0}
神修在心境为“灵”时，心境已然圆满，将持续上升，不收任何外部条件影响。	Quando o estado mental for 'espiritual', ele se completará e aumentará constantemente, sem influência de fatores externos.
{0}获得称号 [{1}]	{0} obteve o título [{1}]
神秘人	Pessoa Misteriosa
{2}{3}\n {0}\n剩余:{1}	{2}{3}\n {0}\nRestante: {1}
在布施类事件中可收获影响值，在其他事件中也会有作用。	Ganha influência em eventos de caridade. Também tem efeito em outros eventos.
闻名遐迩	Distinto
灵气不足:{1}({2:N0}) 炼制成功率:{0}	Qi insuficiente: {1} ({2:N0}) Taxa de sucesso do refinamento: {0}
巧匠	Artesanato
妖族化形	Metamorfose Yaoguai
送礼	Presentear
灵智缺少名称\n	Falta nome para a Inteligência\n
消耗25点香火值，获得祖师的赏赐。	Custa 25 Incensos. Receba um presente do mestre.
需要建造小乾坤界才可打开小乾坤界空间。	Você precisa construir um Mini Universo para acessar seu espaço interno.
文中含有敏感词汇，请斟酌后重书。	Este texto contém palavras sensíveis. Por favor, reescreva.
巨量的	Massivo
{0}已经拥有一块区域了，要替换吗？	{0} já possui uma área. Deseja substituir?
地点不可达	Localização inacessível.
正在乐呵呵的挖矿中	Extraindo minérios alegremente
气感	Sensação de Qi
内视	Visão Interna
增加固定值	Aumentar valor fixo
一件以{0}炼制成的{1}阶法宝。	Um artefato de nível {1} feito com {0}.
攻击速度：{0:N2}次/秒\n	Velocidade de ataque: {0:N2} vezes/segundo\n
下载 	Baixando 
不能放置在此处	Não pode ser colocado aqui.
魅力	Carisma
身手({0:P0})\n上肢受伤会影响该值，身手影响大部分工作的效率。	Habilidade ({0:P0})\nSe os braços estiverem feridos, esse valor será afetado. A habilidade influencia a eficiência da maioria dos trabalhos.
由于{0},{1}的政策被取消了，请重新选择政策	Devido a {0}, a política {1} foi cancelada. Selecione uma nova política.
园	Jardim
我们什么都不会答应你，你走吧	Não prometemos nada para você. Vá embora.
未激活	Inativo
请选择合适的内门弟子	Selecione um discípulo interno adequado.
略有风险	Levemente arriscado
激活条件:{0}之灵器({1}/{2})\n	Requisitos de ativação: Artefato espiritual de {0} ({1}/{2})\n
指定角色	Selecionar Personagem
类型:	Tipo:
可完成成就：	Conquistas disponíveis:
\n等待激活	\nAguardando ativação
确认删除？	Deseja excluir?
在制药作业时，正感觉有点无聊	Preparando remédios; sente-se um pouco entediado
获得配方：{0}	Recebeu a fórmula: {0}
受门派影响力和个人能力影响，	Influenciado pelo poder da seita e pelas habilidades pessoais,
感知	Percepção
没有空闲中的工作台	Não há bancadas de trabalho disponíveis
开启灵智\n灵智碎片：{5}/({3}-{4})个\n精元容量：{0:F0}/{1:F0} ({2:F0}%)	Despertar Inteligência\nFragmentos de Inteligência: {5}/({3}-{4})\nCapacidade de Energia: {0:F0}/{1:F0} ({2:F0}%)
傀·	Marionete:
鼎炉潜力开发泰半，炼精化气效率正常。	Potencial do Cadinho Interno parcialmente desenvolvido; eficiência normal na conversão de energia.
领取失败,没有可放置奖励的区域	Reivindicação falhou, nenhuma área disponível para colocar as recompensas.
{0}阶-{1}阶	Nível {0}-{1}
创建文件失败	Falha ao criar arquivo.
多次幽淬	Refinamento Espectral Múltiplo
四	Quatro
所需境界：{0}\n{1}	Estado necessário: {0}\n{1}
在工作计划面板中，为角色勾选[筑工]。	No painel de agendamento, marque [Construtor] para o personagem.
请检查需要上传的文件是否已丢失或处于打开状态	Verifique se os arquivos que você deseja enviar existem ou estão abertos.
角色	Personagem
你失去了{0}\n你获得了灵石 X {1}	Você perdeu {0}.\nVocê obteve {1} Pedras Espirituais.
刚完成收获，准备洗洗手收工	Acabou de colher; vai lavar as mãos e encerrar o trabalho.
\n可持有时间：{0}	\nTempo disponível: {0}
在照顾别人的间余，刚小憩片刻	Cuidando de alguém; tirando um breve descanso.
{1}({0})\n{2:F0}岁\n寿元:{3}	{1} ({0})\n{2:F0} anos\nExpectativa de vida: {3}
身上已经携带了法宝胚胎{0},无法穿戴多个	Já está carregando o embrião de artefato {0}, não pode usar múltiplos.
化形天劫	Tribulação da Metamorfose
关闭	Fechar
新建蓝图	Criar novo projeto
白布	Pano Branco
异变消散	Mutação Dissipada
\n[color=#FF4000]负荷超出阵枢承载会导致阵法消耗大幅提高，反之则下降。[/color]	\n[color=#FF4000]Se a carga for maior do que o personagem pilar pode suportar, o custo da formação aumentará drasticamente; caso contrário, diminuirá.[/color]
内门弟子将会尝试将这个物品熔炼为灵石。\n每5000灵气可以熔炼为一个灵石。 如果是法宝，则法宝的品阶越高，熔炼出的灵石越多。	Discípulos internos tentarão fundir este item em Pedras Espirituais.\nCada 5.000 Qi pode ser convertido em uma Pedra Espiritual. Artefatos de nível superior geram mais Qi.
打水	Pegar Água
角色当前灵力不足以驱动此术！	O personagem não tem Qi suficiente para executar esta técnica!
道行天劫	Tribulação de Cultivo
前往:{0}	Ir para: {0}
喝东西时好像在思考什么，一脸凝重	Bebendo algo enquanto reflete sobre algo; parece sério.
失落的灵智	Inteligência Perdida
凡俗之法	Lei Mundana
{1}已习得秘籍：《{0}》，无法再次领悟。	{1} já aprendeu: {0}, não pode ser compreendido novamente.
{0}正在发挥药效	{0} está fazendo efeito
安装建筑	Erguendo edifícios
该单位不能作为目标	Esta unidade não pode ser alvo.
道	Credo
分配1000灵石	Distribuir 1000 Pedras Espirituais
掌教真人修为精深，一定没问题的……哎，你快看，师妹是怎么了，吃饭的时候还一脸不高兴，难道是我惹她不高兴了？	Nosso líder sectário é experiente, então tenho certeza de que estará tudo bem……Ei, olha, o que há com ela? Ela estava realmente chateada durante o jantar. Fiz algo errado?
铸体	Remoldar
{0}的攻击	Ataque de {0}
\n分类需求:	\nRequer:
[本地蓝图]\n	[Planta Local]\n
友好	Amigo
驱动建筑	Ativar edifício
心境不稳	Instável
获得秘籍:《{0}》	Obtido Manual: {0}
装备	Equipamento
火	Fogo
[color=#ff0000]未满足蓝图建造需求地形[/color]	[color=#ff0000]Terreno inadequado para a planta.[/color]
\n燃料剩余: {0:F0}秒	\nCombustível restante: {0:F0} seg
{0}点门派好感	{0} Favor da seita
突破地点的灵气浓度对突破成功率的影响。	A densidade de Qi do local afeta a taxa de sucesso do avanço.
在练习护体时突然走神	Treinando proteção; divagando
内丹	Núcleo Interno
[color=#0000FF]已参悟[/color]\n	[color=#0000FF]Compreendido[/color]\n
与{0}的好感度为：{1}\n\n{2}	A afinidade com {0} é: {1}\n\n{2}
掌门	Líder da seita
\n成熟百分比:{0:N1}%\n	\nMaturidade: {0:N1}%\n
时间变化	Mudança de tempo
跟随一个友方角色	Siga um aliado.
红尘记	Mortais
男人	Masculino
分类:{0}\n	Categoria: {0}\n
\n金丹品级不够：{0}品	\nNível do Núcleo de Ouro insuficiente: {0}
等级配置数据格式有问题,解析失败，请检查配置数据!	Problema no formato dos dados de configuração de nível, análise falhou, por favor verifique os dados de configuração!
在修理建筑时，正忍不住神游天外	Reparando edifícios; não consigo evitar divagar
我们完成了{0}的任务，他们的长老表示感谢，并欠了我们人情。\n获得了{0}的{1}点人情，以及{2}点好感度。	Nós completamos uma tarefa para {0}. O ancião deles expressou sua gratidão e ficou mais conectado conosco.\nObtidos {1} conexão e {2} favor com {0}
{2}\n灵气值：{0:N0}/{1:N0}\n法宝在空闲时，或灵气耗完后会从角色身上吸取灵气。	{2}\nQi: {0:N0}/{1:N0}\nQuando um artefato está ocioso ou esgota seu Qi, ele absorve Qi do personagem.
{1}{0:N2}/天	{1} {0:N2}/d
学习功法:{0}	Técnica aprendida: {0}
天下阵法	Formação do Mundo
[color=#FF0000]{0}后完全恶化[/color]	[color=#FF0000] torna-se completamente corrompido em {0}.[/color]
城市人口每日{0}\n普通群众有{1}人	A população da cidade a cada dia é {0}\nHá {1} residentes comuns.
正在修复第{0}个文件\n{1}	Corrigindo arquivo No.{0}\n{1}
九幽绝地	Desolado
摧毁	Destruir
弟子领命！	Sim, Mestre!
其他	Diversos
机缘	Sorte
随着时间推移，化妖天灾的影响越来越深了……	À medida que o tempo passa, a influência do desastre de transformação dos demônios se intensifica...
{0}是{1}	{0} é {1}
不能用来埋葬	Não pode ser usado para enterrar.
{1}季\n剩余{0}天	{1}\n{0} dia(s) restantes.
人心叵测	Desconfiado
创建XML文件成功!	Documento XML criado!
痛感	Dor
心境:{0:N0} ({1}){2}\n心境会大幅度影响吐纳时获得精华的效率。\n体修中人皆为直来直往。心境与情绪直接挂钩。	Estado mental: {0:N0} ({1}){2}\nO estado mental afeta significativamente a eficiência de obtenção de essência durante a respiração.\nCultivadores físicos são bastante diretos. O estado mental está diretamente ligado ao humor.
这将会打断当前工作，确认立即进行突破吗？	Isto interromperá o trabalho atual. Deseja realizar o avanço?
(按[keycode]RotBuilding[/keycode]旋转)	(Pressione [keycode]RotBuilding[/keycode] para girar.)
预览图像需小于 1 MB，或云端空间不足。	Imagens de pré-visualização devem ser menores que 1 MB, ou o espaço na nuvem é insuficiente.
阵法负荷	Carga de Formação
{0:N0}阶]	{0:N0}
打坐修行	Prática de Meditação
房间内生效，受房间内建筑和物品的品阶影响。	Eficaz em salas. Afetado pelo nível dos edifícios e itens na sala.
读取存档	Carregar
该物品正在被使用	Este item está sendo usado.
理智	Racionalidade
影响进入内门时，御物，术法，护体的初始等级。	Afeta o nível inicial de Maestria do Artefato, Feitiço e Proteção quando um personagem se torna um discípulo interno.
行商无法被转换阵营	Mercadores não podem ser convertidos para o seu lado.
别名	Apelido
角色面向	Orientação do Personagem
心绪加成	Bônus de Angústia
{0}\n倍率：{1:N2}	{0}\nMultiplicador: {1:N2}
取出：	Retirar:
大	Grande
未获得通行权，贸然进入将会受到攻击	Inacessível. O personagem será atacado por entrada forçada.
观察{0}之后未能获得任何思绪碎片。	Não obteve nenhum Fragmento de Pensamento após a observação de {0}.
维修:{0}	Reparar: {0}
已经被其他角色绑定	Já está vinculado a outro personagem.
灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会从环境中吸取灵气	Qi: {0:N0}/{1:N0}\nQi é o recurso básico para o uso de ações internas.\nOs personagens absorvem Qi do ambiente.
较为利于	Moderadamente Benéfico
隐秘的“真相”往往不止一个，不同的线索和参与者可能会得到不一样故事。\n[color=#ff0000]一旦解密将不可逆转，请谨慎选择。[/color]\n确定要使用当前的选择进行推导吗？	A verdade oculta geralmente não é única, diferentes pistas e participantes podem levar a histórias diferentes.\n[color=#ff0000]Uma vez desvendada, será irreversível, por favor, escolha com cuidado.[/color]\nDeseja usar a seleção atual para dedução?
器官	Órgão
当前煞性	Maldição
无门派	Sem Seita
需求境界：{0}\n	Estado Requerido: {0}\n
对话文件(*.xml;)\0*.xml;	Arquivo de Diálogo (*.xml;)\0*.xml;
生成随机原材料的物品。	Gerar um item a partir de matéria-prima aleatória.
心绪：{0:N0}\n所有情绪的绝对值相加，情绪的数量和程度都会提高心绪的复杂程度。心绪也受情绪放大系数影响。\n共五个层次：\n[color=#FFFFFF]■[/color]心咆意哮\n[color=#00c400]■[/color]心猿意马\n[color=#0099cc]■[/color]心念芜杂\n[color=#F700FF]■[/color]心宁气静\n[color=#FF8B00]■[/color]心如止水	Angústia: {0:N0}\nO valor absoluto total de todas as emoções. A quantidade e a intensidade das emoções aumentarão a complexidade da angústia. Também é afetada pelo multiplicador de emoção. \nCinco estados no total: \n[color=#FFFFFF]■[/color] Ira Avassaladora \n[color=#00c400]■[/color] Mente Ausente \n[color=#0099cc]■[/color] Alma Perturbada \n[color=#F700FF]■[/color] Tranquilidade \n[color=#FF8B00]■[/color] Equanimidade
{0}从{1}口中得到一个线索：\n{2}	{0} obteve uma pista de {1}:\n{2}
{0}{1}的线索	{0}{1} das pistas
寿命不足，无法入定。	Não é possível meditar devido à longevidade insuficiente.
任务失败	Missão Falhou
木	Madeira
阵法	Formação
否	Não
你对凡人的情感逐渐收敛，已经很少会有极端的狂喜或悲恸。得益于此，你对神力的掌握渐渐加深，但来自众生的那些平凡微小的信仰你已无法尽数感知。	Você tem se afastado das emoções humanas, raramente experimenta extremos de júbilo ou tristeza. Graças a isso, sua compreensão do poder divino se aprofundou, mas você já não consegue perceber todas as crenças simples e diminutas dos mortais.
傲慢	Arrogante
查阅	Examinar
在拆地板之时，正在胡思乱想	Removendo o piso; distraído com pensamentos
默认目标	Alvo Padrão
{0} 中含有来自模组的建筑或物品	{0} contém edifícios ou itens de mods.
影响值	Influência
被{0}屠宰	foi massacrado por {0}.
寅时,黎明时分,平旦之时,五更时分,月沉西落,东方渐白	É por volta das 3:00–5:00, a luz começa a brilhar, expulsando a escuridão.
护法赐予	Conceder Guarda
尝试突破瓶颈一次，不论成功与否。	Tente romper o gargalo e veja se consegue.
庄重的开启丹炉，准备炼丹	Aquece solenemente o forno de alquimia.
埋下矿石	Enterrando minérios
删除	Excluir
随机符咒	Talismã aleatório
因直面自身执念而产生的信仰天劫。 如果度过，则斩却执念，于神国中开辟一块新区域，如若失败，则灰飞烟灭。	Uma Tribulação de Crença causada pelo confronto com suas próprias obsessões. Se o personagem superar, ele se desvinculará de todas as obsessões e criará uma nova área no Reino Divino; caso contrário, será obliterado.
[color=#880000](模组版本不符:v{0})[/color]	[color=#880000](Versão do mod incorreta: v{0})[/color]
邪	Maldade
地图内容	Conteúdo do Mapa
不适合或者已被占用	Inadequado ou ocupado.
摔倒	Caiu
仓库	Armazém
丹药	Elixir
封闭	Selado
  取消下载	  Cancelar Download
选择预览图	Selecionar Imagem de Pré-visualização
{0}倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	{0}x de velocidade\n[keycode]SpeedP[/keycode]  Diminuir velocidade\n[keycode]SpeedN[/keycode]  Aumentar velocidade
历练中......	Em Aventura......
混沌初开，乾坤始奠	O caos se espalha quando o céu e a terra são criados.
获得信仰：{0:F0}	Fé Obtida: {0:F0}
特别利于	Muito Benéfico
正在上传角色数据	Enviando Dados
角色重生	Renascimento do Personagem
普通物品	Comum
正在离开{0}	Saindo de {0}
\n剩余:{0}	\nRestante: {0}
习得秘籍：{0:F0}本	Manuais Aprendidos: {0:F0}
应天争夺失败	Falha na luta pelo Eco do Céu
选择护法类型	Selecionar tipo de guarda
积累2000点参悟点。（选择角色，通过屏幕下方的人物面板，切换至练功模式，角色会专心练功，加速参悟点的积累。）	Ganhe 2k XP de inspiração. Selecione um personagem e mude-o para [Training] através do painel de personagem na parte inferior da tela. Enquanto o treinamento estiver ativo, o personagem se concentrará no treinamento, aumentando o ganho de XP de inspiração.
厌恶之物	Desgostos
淬体[{0}-{1}]	Remoldar[{0}-{1}]
斗法	Magia
装备或者拾取一个道具	Equipe ou pegue um item
接受铸体	Ser Remoldado
跟随	Seguir
    每当道行抵达百数，便可运转元神引动天机，以渡道行之劫。\n    此劫每度一次，威力增倍，如若度过，便可降低道行，并借此分化一条元神分神。	     A cada 100 pontos de cultivo, o personagem pode usar seu espírito primordial para desvendar os mistérios da natureza e sobreviver à Tribulação. \nA dificuldade da Tribulação da Longevidade dobrará cada vez que o personagem sobreviver; seu cultivo será reduzido e um sub-espírito será adicionado.
太虚幻境\n无事件发生\n无角色存在\n瞬间完成建造\n虚空造物\n随意调整时间\n随意召唤天气\n适合大部分玩家	Terra da Ilusão\nSem eventos\nSem personagens\nConstrução instantânea\nCriação ilimitada\nMudar o tempo\nControlar o clima\nPara a maioria dos jogadores
重新整理	Reorganizar
建造材料加工点，并在材料加工点完成50份木料的制作	Construir um Ponto de Processamento de Materiais e fabricar 50 peças de madeira nele.
倒地	Caído
消息属性{0}存在问题	Atributo de mensagem {0} contém um erro.
快捷键	Atalhos
练功筑基许久，正累的气喘吁吁	Treinou fundação por muito tempo; ofegante
结束今天的筑基功课，刚准备擦擦汗	Terminou o treinamento de fundação de hoje; estava suando
确定要取消[{0}]吗？	Tem certeza de que deseja cancelar [{0}]?
打开	Abrir
大于	Maior que
不能传给这个角色	Não pode ser dado a este personagem.
现在退出未保存的数据将丢失	Se sair agora, o progresso não salvo será perdido.
男性	Masculino
无心拆迁建筑，正想偷懒	Preguiçoso; não quer demolir edifícios
巳时,日禺之时,隅中时分	É por volta das 9:00–11:00, o meio-dia se aproxima e o sol brilha mais
轮回时状态	Estatus (Reencarnação)
触发对象别名	Alias do Alvo de Acionamento
进入场景	Entrando na área
限制的配置规则格式如下，不需要的不填，请检查逻辑：Shallow,1;Middle,1;Deep,2;	O formato das regras de configuração para restrições é o seguinte, deixe em branco se não for necessário, por favor verifique a lógica: Shallow,1;Middle,1;Deep,2;
远离炼丹炉	Longe do Forno de Alquimia
影响力	Influência
\n附加 {0} 的效果:	\nEfeito {0} adicionado:
信徒数量\n靠行走天下获得。在开辟神国之前，你最多只能拥有1000个信徒。	Número de Seguidores\nObtido ao viajar pelo mundo. Antes de estabelecer um Reino Divino, você pode ter no máximo 1,000 seguidores.
输入存档名	Digite um nome para o seu salvamento.
小吉	Ligeiramente auspicioso
悲悯	Compassivo
<font color=#D06508>[秘宝]</font>\n	<font color=#D06508>[Artefato Legado]</font>\n
以灵气绘制本命真符，能保证最低效果。	Utilize Qi para desenhar um Talismã Natal, garantindo o efeito mínimo.
外行	Amador
护御	Proteção
这个姓名已经存在了	Este nome já existe.
RPG模式设置相关信息。	Configurações relevantes do modo RPG.
请选择	Escolha
最适温度下限：{1}[relativetemperature]{0:N2}[/relativetemperature]\n	Temperatura ideal mínima: {1}[relativetemperature]{0:N2}[/relativetemperature]\n
点击[太阳符]完成装备命令。	Clique em [太阳符] para equipá-lo.
存档	Salvar
请选择需要保存的内容	Selecione o conteúdo a ser salvo.
赠送以完成任务	Envie presentes para completar tarefas
[效果] {0}\n	[Efeito]{0}\n
空地	Terreno Vazio
(热爱)	(Apaixonado)
你完成了{0}的{1}个任务	Você completou {1} tarefas para {0}.
影响角色结阵的能力。	Afeta a capacidade do personagem de formar formações.
万载留名	Incomparável
瓶颈突破	Superação do Gargalo
人民安居乐业，不断有流民前来此地安家，能收集到更多信仰。	As pessoas vivem em segurança e felicidade, e imigrantes constantemente vêm se estabelecer aqui, permitindo coletar mais crenças.
幽闭	Confinado
将角色移动到指定位置。	Mova o personagem para a posição designada.
前往{0}-主持	Ir para {0} - Anfitrião
悟性	INT
正派	Seita Justa
研习	Estudar
动物	Animal
此经历不可改变。	Este histórico não pode ser editado.
请选择可设置区域	Selecione uma área para configurar.
等待	Aguardar
膳夫	Chef
重载PlaceDefs	Recarregar PlaceDefs
敲响警钟,外门弟子会聚集到周围。	Toque o sino, e os discípulos externos se reunirão ao redor.
物品[灵珀]数量不足!	Quantidade insuficiente do item [灵珀]!
(访客)	(Visitante)
