ID	Name	Desc	sParam1	sParam2
20027	Negative Interaction	Recently, {0} secretly contacted an ancient hermit cultivator and asked them to join the sect as their guest elder. It turned out that {1} was also interested in the cultivator. Infuriated, {1} quickly sent out a group of sect elites to intercept the group of people escorting the cultivator in [PLACE].	Due to their appreciation of the ancient cultivator, {0} sent out several elite elders and fought off the enemies, strengthening the sect's power. On the other hand, {1} paid a double penalty and was greatly weakened.	{0} was taken by surprise as the opponent had prepared in advance, and many disciples died in the battle. {1} seized the chance and took many artifacts and secret treasures left behind by the ancient cultivator, strengthening the sect's power.
20028	Visit	Recently, an immortal was travelling in the area when they remembered your sect gate was nearby, so they decided to pay you a visit.	Immortal Visitor	Human
20034	Sneak Attack	On a secret mission ordered by their sect, disciples of [TXT] attacked your sect.	Rich	
20040	Cooperation	{0} and {1} decided to start an all-around cooperation with each other to explore a newly discovered Heavenly Abode. The two sects shall avoid conflicts and continue friendly discussions in the future.		
20041	Cooperation	For whatever reason, the sect leader of {0} recently visited {1} all by themselves and had a secret discussion with the other sect leader for days. Afterwards, they ordered their disciples to avoid conflicts and strengthen their cooperative relations.		
20042	Cooperation	Recently, conflicts continued to break out between {0} and {1}, turning the world of cultivators into a tumult of rampant killings. To regain control over the situation, all sect leaders joined hands to restrain the actions of the two sects' disciples and put a stop to the fighting.		
20044	Conflict	Recently, the direct disciple of the {0} sect leader was killed in an accident by {1}. The sect leader of {0} was infuriated and announced an all-out war with {1}.		
20045	Conflict	Recently, the sect leaders of {0} and {1} came back from exploring the otherworld, for whatever reason, suddenly had a fallout with each other and became enemies. The two sects were affected, and conflicts ensued as they fought aggressively against each other.		
20046	Conflict	Recently, {0} and {1} sent out their elite disciples to explore an immortal's mansion, but unexpectedly, they were all wiped out. The two sects began to suspect each other and conflicted ensued.		
20048	Power Increased	The {0} elder who had retreated into seclusion for over a thousand years, {1}, finally succeeded in their practice and reappeared in the world. {0} had gained another sage.		
20049	Power Increased	{0} found a small Heavenly Abode of an ancient sect in [PLACE], after searching the place, the sect became much more powerful than before.		
20050	Power Increased	{0} killed a Flood Dragon in [PLACE] and gained a large amount of rare resources, strengthening the sect's power.		
20051	Power Increased	{0} killed a Phoenix in [PLACE] and gained a large amount of rare resources, strengthening the sect's power.		
20052	Power Increased	{0} killed an Torch Dragon in [PLACE] and gained a large amount of rare resources, strengthening the sect's power.		
20053	Power Increased	{0} found a cave mansion of an ancient artifact cultivator and gained many artifacts attached with primordial spirits, strengthening the sect's power.		
20054	Power Increased	An ascended ancestor of {0} suddenly blessed the sect with a large amount of fortune, strengthening the sect's power.		
20055	Power Increased	{0} optimized the core formation of the sect, strengthening the sect's power.		
20056	Power Increased	The ripe spirit root of {0} affected the Creed of Heaven and caused Qi to converge. Blessed by the converging Qi, the sect's power was strengthened.		
20057	Power Increased	The founder of {0} suddenly descended into the mortal world and gave a lecture to the whole sect. The sect's power was strengthened.		
20058	Power Increased	A small sect living in seclusion under the deep sea came on land to escape the threat of giant sea beasts, and their whole sect joined {0} in exchange for their shelter, strengthening the {0}'s power.		
20059	Power Increased	{0} reformed their sect regulations and rearranged their branches, giving the sect a whole new look. The sect's power was strengthened.		
20060	Power Decreased	A sage of {0} was facing Heavenly Tribulation for staying in the mortal realm for too long. They failed to survive the tribulation due to the sudden change of astronomical phenomena and died under the sky.		
20061	Power Decreased	The whole sect of {0} was plagued by a strange disease resembling the flu. Many inner disciples had died because of it. The sect's power was weakened.		
20062	Power Decreased	All the sect elders of {0} were out on adventures when the sect was attacked by a Flood Dragon. A large amount of rare resources and treasures were destroyed by Deadly Flood. The sect's power was weakened.		
20063	Power Decreased	All the sect elders of {0} were out on adventures when the sect was attacked by a Phoenix. A large amount of rare resources and treasures were destroyed by Solar Eye. The sect's power was weakened.		
20064	Power Decreased	All the sect elders of {0} were out on adventures when the sect was attacked by a Torch Dragon. The sect was severely damaged by a large amount of hatching Eggs of Yin and Yang. The sect's power was weakened.		
20065	Power Decreased	A branch of {0} betrayed the sect and escaped with many treasures, weakening the sect's power.		
20066	Power Decreased	An elite group of {0} accidentally triggered the alert for the Immortal Abode while exploring an ancient immortal's cave mansion. The whole group was wiped out, weakening the sect's power.		
20067	Power Decreased	The core disciples of {0} made a mistake while practicing their formation, and all were severely injured by the magic's backfire. The sect's power was weakened.		
20068	Power Decreased	An elder of {0} lost control over their mental state while practicing, became enthralled and went on a killing spree in the sect, weakening the sect's power.		
20069	Power Decreased	A sect elder of {0} was turned by their enemy sect and escaped from the old sect. They even stole a large amount of treasures during the chaos before they left. The sect's power was weakened.		
20070	Power Decreased	{0} encountered a rare series of Polar Nights; spirit trees and countless plants in the herb garden withered and died. The sect's power was weakened.		
20071	Power Decreased	The ripe spirit root of {0} had too much curse, attracting many fallen demons to rob it. A bloody fight broke out in the sect, weakening the sect's power.		
20072	Emergency Supply	The {0} elder who had retreated into seclusion for over a thousand years, {1}, finally succeeded in their practice and reappeared in the world. {0} had gained another sage.		
20073	Emergency Supply	The founder of {0} descended into the mortal world with a manifestation. {0} had gained another sage.		
20074	Emergency Supply	An elder of {0} inherited the legacy of an ancient sage by chance, and their power was drastically increased to the old sage's level. {0} had gained another sage.		
20075	Power Increased	{0} received secret help that strengthened their power.		
20076	Power Increased	{0} received secret help that strengthened their power.		
20077	Power Increased	{0} received secret help that strengthened their power.		
20078	Power Increased	{0} received secret help that strengthened their power.		
20079	Power Increased	{0} received secret help that strengthened their power.		
20080	Power Increased	{0} received secret help that strengthened their power.		
20081	Power Increased	{0} received secret help that strengthened their power.		
20082	Power Decreased	{0} encountered secret obstructions that weakened their power.		
20083	Power Decreased	{0} encountered secret obstructions that weakened their power.		
20084	Power Decreased	{0} encountered secret obstructions that weakened their power.		
20085	Power Decreased	{0} encountered secret obstructions that weakened their power.		
20086	Power Decreased	{0} encountered secret obstructions that weakened their power.		
20087	Power Decreased	{0} encountered secret obstructions that weakened their power.		
20088	Power Decreased	{0} encountered secret obstructions that weakened their power.		
29001	Sage Fallen	The {0}'s {1} sage was dead because of you. {0} was infuriated.		
29002	Retreat	{0} was severely damaged and weakened. They had ordered to lock their sect gate and restrict their disciples' behaviors to recover from the damage.		
29003	Retreat Ends	{0} had reopened their sect gate and become active again.		
29004	Visitor Dead	[NAME] died in your sect, and [TXT] was deeply angry.		
29005	Visitor Leaves	[NAME] received a [TXT] treatment in your sect.		
29006	Sect Surrenders	[TXT] was at a loss and could only protest. failed to defend themselves under your attack, thus they surrendered to you and promised to offer tribute annually to show their respect.		
29007	Lockdown Begins	{0} became more alert due to a recent invasion.		
29008	Lockdown Ends	{0} stopped their alert status.		
29009	Sage Fallen	The {0}'s {1} sage was dead because of you. {0} was at a loss and could only protest.		
29010	Disciple Fallen	The {0}'s {1} was dead because of you. {0} was infuriated.		
29011	Disciple Fallen	The {0}'s {1} was dead because of you. {0} was at a loss and could only protest.		
