ID	Name	Desc	EndDesc
14	Manifestando Milagre	Diz-se que gravuras de pedra de Penhasco do Dragão foram desenterradas em [TXT], possivelmente manifestação de um antigo milagre perdido.	 Um cultivador misterioso tomou este misterioso milagre.
15	Manifestando Milagre	Diz-se que gravuras de pedra de Penhasco do Dragão foram desenterradas em [TXT], possivelmente manifestação de um antigo milagre perdido. No entanto, devido à interferência da mecânica de energia Qi entre o céu e a terra, a terra ao redor do local desenterrado foi envolta em geada ([temperature]-150[/temperature]).	 Um cultivador misterioso tomou este misterioso milagre.
16	Manifestando Milagre	Diz-se que gravuras de pedra de Penhasco do Dragão foram desenterradas em [TXT], possivelmente manifestação de um antigo milagre perdido. No entanto, devido à interferência da mecânica da energia Qi entre o céu e a terra, as terras ao redor do local desenterrado foram cercadas pelo fogo do inferno ([temperature]500[/temperature]).	 Um cultivador misterioso tomou este misterioso milagre.
17	Traços de Seita Maligna	Discípulos da seita maligna foram vistos vagando pelo [TXT], que parecem estar tramando algo.	 Os discípulos do mal que apareceram no [TXT] foram embora.
18	Traços de Seita Maligna	Discípulos de elite da seita maligna foram vistos vagando no [TXT], que parecem estar tramando algo.	 Os discípulos do mal que apareceram no [TXT] foram embora.
19	Traços de Seita Maligna	Anciões da seita maligna foram vistos vagando em [TXT], que parecem estar tramando algo.	 Os discípulos do mal que apareceram no [TXT] foram embora.
20	Traços de Seita Justa	Apenas discípulos da seita foram vistos vagando em [TXT], que parecem estar tramando algo.	Os discípulos justos que apareceram no [TXT] foram embora.
21	Traços de Seita Justa	Apenas discípulos de elite da seita foram vistos vagando no [TXT], que parecem estar tramando algo.	Os discípulos justos que apareceram no [TXT] foram embora.
22	Traços de Seita Justa	Os anciãos da seita justa foram vistos vagando em [TXT], que parecem estar tramando algo.	Os discípulos justos que apareceram no [TXT] foram embora.
23	Segredo do Tesouro	De acordo com As Viagens do Domador de Ventos: Volume VI, o Ancestral Mestre Hunyuan foi atacado por seis seitas malignas no Vale Wormwrought do Sul Selvagem, e os tesouros mais preciosos que ele carregava com ele foram perdidos no vale.	
24	Segredo do Tesouro	De acordo com Registros Suplementares: Livro III de III, a Ilha Exultante foi manifestada a partir dos restos do Dragão Arqueano após sua Ascensão. Diz-se que o Lago do Dragão Venenoso na ilha é a localização do Dragão Arqueano. Seu interior é um mundo próprio.	
25	Segredo do Tesouro	De acordo com As Viagens do Domador de Ventos: Volume I, há ainda outra misteriosa caverna interna sob os Restos da Caverna do Doutor Imortal no Pico do Alquimista.	
26	Segredo do Tesouro	De acordo com Registros Taoístas Secretos: As Crônicas do Grande Deserto, o deserto foi formado devido a um meteorito caindo do céu no antigo período Arqueano.	
27	Segredo do Tesouro	De acordo com Registros Suplementares: Livro I de III, sob o Lago Celestial do Monte Nelumbo há um edifício usado anteriormente pelo Fazendeiro Divino como local de reclusão. Dentro dele há um mapa detalhado que vale a pena explorar.	
28	Segredo do Tesouro	De acordo com As Viagens do Domador de Ventos: Volume II, havia uma vez um Demônio Celestial sendo selado dentro da Floresta Millspine no sopé das Montanhas Negras. Um Milagre pode ser obtido comunicando-se com o Demônio Celestial através de uma Lei Secreta.	
29	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Atraiu cultivadores de todas as direções.	Um cultivador misterioso obteve o mandato do antigo imortal.
30	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. No entanto, devido à interferência da mecânica da energia Qi entre o céu e a terra, a terra ao redor do local desenterrado foi envolta em geada ([temperature]-150[/temperature]).	Um cultivador misterioso obteve o mandato do antigo imortal.
31	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. No entanto, devido à interferência da mecânica da energia Qi entre o céu e a terra, as terras ao redor do local desenterrado foram cercadas pelo fogo do inferno ([temperature]500[/temperature]).	Um cultivador misterioso obteve o mandato do antigo imortal.
32	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Não se pode sobreviver e explorar a caverna sem ser proficiente em Artefato.	Um cultivador misterioso obteve o mandato do antigo imortal.
33	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Não se pode sobreviver e explorar a caverna sem ser proficiente em Alquimia.	Um cultivador misterioso obteve o mandato do antigo imortal.
31	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Atraiu cultivadores de todas as direções.	Um cultivador misterioso obteve o mandato do antigo imortal.
32	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Atraiu cultivadores de todas as direções.	Um cultivador misterioso obteve o mandato do antigo imortal.
33	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Atraiu cultivadores de todas as direções.	Um cultivador misterioso obteve o mandato do antigo imortal.
34	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoísta brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Atraiu cultivadores de todas as direções.	Um cultivador misterioso obteve o mandato do antigo imortal.
39	Caixa de Pedra Taiyi	Rumores dizem que um caçador da Vila de Nanping encontrou um cadáver no sopé do Mt. FullMoon. O corpo tem um caixão de pedra, que é invulnerável à água e ao fogo, muito paranormal.\n (Segredo ativado, vá para o painel [color=#D06508]Mundo[/color], clique no botão Segredo para inspecionar. Clique no Segredo para viajar até o local. Se o local não estiver disponível, você poderá participar de mais Aventuras para desbloquear novos locais.)	
40	Retorno a Taiyi	Já faz mais de meio mês, eu me pergunto se os criminosos que atacaram a seita Taiyi foram embora. Talvez eu deva voltar para a seita Taiyi para dar uma olhada e ver se há alguma pista.	
41	Ordem dos Paladinos	As palavras se espalham entre os cultivadores de que dezessete criminosos hediondos, que são os remanescentes do Culto das Mil Almas, escaparam da prisão da espada em Mt. Shu. Uma Ordem de Paladino foi emitida por Mt. Shu, chamando os cultivadores do mundo para eliminar esses cultistas demoníacos, e concederá recompensas substanciais para aqueles que conseguirem fazê-lo.	Todos os dezessete cultistas das Mil Almas foram mortos. Mt. Shu recuperou sua Ordem de Paladinos.
42	Traços de Culto Demoníaco	Rumores dizem que alguns cultistas das Mil Almas escaparam para [TXT]. Para restaurar seu poder, eles encontrariam mortais com almas fortes para praticar sua magia demoníaca. Talvez possamos aproveitar isso para montar uma armadilha para capturá-los.	Os cultistas das Mil Almas desapareceram e não foram encontrados em lugar algum.
43	Feira de Qi Kunlun	A Feira de Qi Kunlun, que dura sete dias, é realizada uma vez por ano. Seitas entre o mundo, justas ou más, cada uma envia seus melhores representantes para se reunir no Monte Kunlun para debater e competir por sua fortuna.	A Feira de Qi Kunlun terminou.
44	Festa do Destino Imortal	A Feira do Grande Destino Imortal, que é realizada anualmente no mundo do cultivo, já começou. Todas as principais seitas se juntaram ao evento no [TXT] para recrutar novos discípulos com potencial. Por um tempo, todos os talentosos do mundo que aspiram buscar os caminhos dos imortais se reuniram aqui.	A Feira Destino Imortal terminou.
45	A Tumba do Imperador Demônio Aberta	Chegou a hora da Tumba do Sul Selvagem do Imperador Demônio ser aberta, o que acontece a cada três anos. Diz-se que a tumba será aberta por 28 dias, durante os quais aqueles que estão destinados a ela poderão obter o legado do Imperador Demônio. Por um tempo, pessoas de todo o mundo do cultivo se reuniram no Sul Selvagem.	A Tumba do Imperador Demônio foi fechada.
46	Caixão Dourado Aberto	O Lago Jadestone em The Great Snowland tem gerado algumas ondas nos últimos dias, indicando que os tesouros do Caixão Dourado dentro dele serão abertos sete dias depois. O Caixão Dourado contém todos os tipos de tesouros raros coletados ou extorquidos por Fu Pikong, o Imperador dos Demônios, durante seus dias como suserano. Sua abertura trouxe uma onda de cultivadores em busca de fortuna.	O Caixão Dourado foi fechado, os tesouros disponibilizados durante a abertura foram esquartejados e saqueados.
47	Distúrbio do Outro Mundo	Rumores recentes vindos do Seascape dizem que houve uma região marítima envolta em nuvens e nevoeiros aparecendo no Mar Profundo ao norte. É extraordinariamente perigoso, pois ninguém que entrou é visto saindo.	
48	Mistério do Outro Mundo	O Rasgão do Outro Mundo ressurgiu no mundo, talvez novas fortunas nos esperem lá.	
49	Ye Xuan, o Jogador	Há relatos de Ye Xuan sendo visto vagando em [TXT]. Dizem que o homem gosta de ir a todos os lugares coletando tesouros raros. Com uma personalidade excêntrica, o jogo é a sua vida. Ele apostaria seus tesouros contra uma parte da vida de alguém. Inúmeros bandidos perderam a vida inteira jogando contra ele nos últimos cem anos. Ele tem inimigos em todos os lugares. No entanto, ninguém jamais conseguiu pegá-lo, pois ele se destaca nas formas de evasão.	Ye Xuan, o Jogador, deixou [TXT] e não pode ser encontrado em lugar nenhum.
50	Talismã Celeste Antigo	Cada escola ou seita tem seu próprio símbolo como identificador para usar em suas viagens, como o Talismã da Espada do Monte Shu e o Talismã Celeste do Palácio Skydome. Depois de ler Registros dos Imortais: Volume III várias vezes, você notou que há uma diferença considerável entre o símbolo de identidade usado pelo Patriarca Celestial naquela época e o Talismã Celeste sendo usado hoje. Você ponderou a razão por trás disso. Embora esta informação não seja de muita utilidade, ainda assim você decidiu tomar uma nota e anotá-la.
51	Retorno	Devolva os restos mortais do Patriarca Celestial ao Palácio Skydome, para que o mestre ancestral possa desfrutar dos sacrifícios oferecidos pelas gerações futuras.	
52	Pergaminho Miniatura	O pergaminho primordial que contém as miniaturas de todos os seres apareceu no Mt. Mesa da Planície Central. Um objeto muito mágico, diz-se que essa coisa pode convocar criaturas vivas do mundo e manifestá-las à existência.	
53	Traços de Dragão da Inundação	A aura do Dragão da Inundação tem emanado de [TXT] ultimamente.	A aura do Dragão da Inundação desapareceu...
54	Rastro da Fênix	A aura da Fênix tem emanado de [TXT] ultimamente.	A aura da Fênix desapareceu...
55	Sopro Yin-Yang	Uma aura Yin e Yang tem emanado de [TXT] ultimamente.	A aura Yin e Yang desapareceu...
56	Rumores de Cultivador Antigo	Recentemente, há notícias de um cultivador antigo presente no [TXT].	O antigo cultivador que supostamente apareceu no [TXT] saiu...
57	Traços de um Velho Amigo	Recentemente, os aldeões próximos disseram ter visto um homem estranho com braços extremamente longos aparecer em Mt. Coppertomb, que corre muito rápido e escala montanhas com facilidade. A descrição soa como o antigo sétimo discípulo da seita Taiyi que ficou obcecado por formações. Ele sobreviveu a essa catástrofe também? Talvez você devesse ir dar uma olhada em algum momento.	
58	Caixão Dourado Aberto	O Lago Jadestone em The Great Snowland tem gerado algumas ondas nos últimos dias, indicando que os tesouros do Caixão Dourado dentro dele serão abertos sete dias depois. O Caixão Dourado contém todos os tipos de tesouros raros coletados ou extorquidos por Fu Pikong, o Imperador dos Demônios, durante seus dias como suserano. Sua abertura trouxe uma onda de cultivadores em busca de sua fortuna.	O Caixão Dourado foi fechado, os tesouros disponibilizados durante a abertura foram esquartejados e saqueados.
59	Guerra dos Mortais	Recentemente, uma guerra eclodiu entre os mortais perto de [TXT]. Inúmeras pessoas morreram ou ficaram feridas, deixando pilhas de corpos espalhados.	Um cultivador que passava não suportava ver a cena horrenda, então ele usou seu poder para parar a guerra.
60	Pragas causam caos	Rumores dizem que uma praga eclodiu em [TXT]. O medo se espalhou pela área, já que muitos mortais morreram ou ficaram gravemente doentes.	Um cultivador que passava não suportava ver a cena horrenda, então eles usaram seu poder para se livrar da praga.
61	Maquinadores no Mundo	Rumores dizem que uma gangue de demônios estava operando em [TXT]. Muitos mortais foram sequestrados e mortos, levantando alarmes e espalhando rumores entre as pessoas.	Um cultivador que passava interveio e domou os demônios.
62	Desastre Repentino	Rumores dizem que um desastre natural eclodiu perto de [TXT]. As pessoas estavam seriamente perturbadas, pois muitos mortais haviam morrido nele.	Um cultivador que passava interveio, parou o desastre e cuidou dos sobreviventes.
63	Caixão Dourado Aberto	O Lago de Jade em The Great Snowland tem gerado algumas ondas nos últimos dias, indicando que os tesouros do Caixão Dourado dentro dele serão abertos sete dias depois. O Caixão Dourado contém todos os tipos de tesouros raros coletados ou extorquidos por Fu Pikong, o Imperador dos Demônios, durante seus dias como suserano. Sua abertura trouxe uma onda de cultivadores em busca de fortuna.	O Caixão Dourado foi fechado, os tesouros disponibilizados durante a abertura foram esquartejados e saqueados.
64	Manifestando Mandato	Rumores dizem que há uma estrela cadente no meio do dia e lótus taoístas brotando do chão em [TXT], possivelmente indicando uma manifestação iminente do mandato de um antigo imortal. Atraiu cultivadores de todas as direções.	Um cultivador misterioso obteve o mandato do antigo imortal.
65	Lei Perdida	À medida que a agência se expandiu, ganhamos muitos seguidores em Mt. South e nos tornamos mais conectados do que antes. Recentemente, o agente relatou que pessoas descobriram uma misteriosa ruína sob o vale do rio, que parecia espiritual e digna de investigação..	Diz-se que o vale do rio desabou e as ruínas foram completamente destruídas. Que pena.
66	Caixão Dourado Aberto	O Lago de Jade em The Great Snowland tem gerado algumas ondas nos últimos dias, indicando que os tesouros do Caixão Dourado dentro dele serão abertos sete dias depois. O Caixão Dourado contém todos os tipos de tesouros raros coletados ou extorquidos por Fu Pikong, o Imperador dos Demônios, durante seus dias como suserano. Sua abertura trouxe uma onda de cultivadores em busca de fortuna.	O Caixão Dourado foi fechado, os tesouros disponibilizados durante a abertura foram esquartejados e saqueados.
67	Contos do Outro Mundo	Há rumores de que alguém descobriu uma passagem misteriosa nas profundezas da Fenda do Outro Mundo. Segundo quem espalha o boato, era muito perigoso do outro lado da passagem. Os cultivadores e criaturas ali nunca haviam sido vistos antes, com poder ainda maior do que os antigos cultivadores. Mas o boato é considerado muito exagerado e as pessoas costumam brincar sobre isso.	
68	Viajante do Outro Mundo	Hoje em dia diz-se que alguns traços estranhos são encontrados ao redor da Fenda do Outro Mundo. Parece que alguns cultivadores vêm do outro lado da Fenda do Outro Mundo.	
1000	Viajes do Ancião	Diz-se que o sábio {1} de {0} aparece frequentemente em {2}.	{0}'s sage—{1} has disappeared in {2}.
1001	Homenagem da Sunshade Abode	É a época do ano em que a Sunshade Abode oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1002	Homenagem do Palácio Kunlun	É a época do ano em que o Palácio Kunlun oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1003	Homenagem do Palácio Skydome	É a época do ano em que o Palácio Skydome oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1004	Homenagem do Templo Nuvem Roxa	É a época do ano em que o Templo Nuvem Roxa oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1005	Homenagem da Seita Mystic Unity	É a época do ano em que a Seita Mystic Unity oferece seu tributo. Você pode enviar discípulos para coletá-lo.	
1006	Homenagem do Templo Lótus Azul	É a época do ano em que o Templo Lótus Azul oferece sua homenagem. Você pode enviar discípulos para coletá-la.	
1007	Homenagem da Sunshade Abode	É a época do ano em que a Evenfall Abode oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1008	Homenagem do Mt. Cem Insetos	É a época do ano em que o Mt. Cem Insetos oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1009	Homenagem do Poço da Perdição	É a época do ano em que o Poço da Perdição oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1010	Homenagem da Seita Seven-Slaughtering	É a época do ano em que a Seita Seven-Slaughtering oferece seu tributo. Você pode enviar discípulos para coletá-lo.	
1011	Homenagem da Seita Exultante	É a época do ano em que a Seita Exultante oferece sua homenagem. Você pode enviar discípulos para coletá-la.	
1012	Homenagem do Templo Daemonia	É a época do ano em que o Templo Daemonia oferece sua homenagem. Você pode enviar discípulos para coletá-lo.	
1013	Pistas	Recebe uma mensagem sobre [EXTXT] indo para [TXT].	O sábio de [EXTXT] — desapareceu em [TXT].
1014	Oculte Pistas		
1015	Viajes do Ancião	Diz-se que o sábio de {0} {1} frequentemente aparece em {2}.	O sábio de {0}—{1} desapareceu em {2}.
9000	Reconstruir Agência	Os seguidores da Seita Taiyi são ouvidos reclamando por não terem um lugar para adorar. Você deve ir investigar?	
9001	Matar um Traidor	Seita {0} - Dizem que o traidor da Seita {0} escapou aqui. Eles estão contando com você para trazê-lo.	
9002	Leilão de Relíquias Mortais	O leilão está recomeçando. Este leilão vai vender alguns itens comuns.	
9003	Batalha Contra o Mal	{1} o cultivador individual, que matou o discípulo de {0}, é visto em {2}. Tendo concordado em vingar {0}, você partiu para caçar {1}.	
9004	Eliminar Espiões	{1}, um espião que se infiltrou em {0}, fugiu para {2}. Você concordou em eliminá-los por {0}.	
9005	Matar um Traidor	{1}, que traiu {0}, fugiu para {2}. Você concordou em eliminá-los por {0}.	
9006	Seca	De repente, há um [EXTXT] em [TXT]. Inúmeros mortais estão mortos ou feridos, à medida que o medo e a ansiedade se espalham pela terra.	Alguém usou seu poder imortal para afetar o desastre. Vai danificar o Creed of Heaven se você for lá também.
9007	Inundação	De repente, há um [EXTXT] em [TXT]. Inúmeros mortais estão mortos ou feridos, à medida que o medo e a ansiedade se espalham pela terra.	Alguém usou seu poder imortal para afetar o desastre. Vai danificar o Creed of Heaven se você for lá também.
9008	Onda de Frio	De repente, há um [EXTXT] em [TXT]. Inúmeros mortais estão mortos ou feridos, à medida que o medo e a ansiedade se espalham pela terra.	Alguém usou seu poder imortal para afetar o desastre. Vai danificar o Creed of Heaven se você for lá também.
9009	Terremoto	De repente, há um [EXTXT] em [TXT]. Inúmeros mortais estão mortos ou feridos, à medida que o medo e a ansiedade se espalham pela terra.	Alguém usou seu poder imortal para afetar o desastre. Vai danificar o Creed of Heaven se você for lá também.
9010	Despertar da Besta		A besta do Despertar foi levada por outros.
9011	Leilão Místico	O leilão está recomeçando. Os itens a serem vendidos neste leilão estão envolvidos em mistérios e não podem ser identificados.	
9012	Leilão Diversificado	O leilão está recomeçando. Este leilão vende uma grande variedade de itens, com uma grande variedade de pessoas participando também.	
9013	Leilão de Tesouros	O leilão está recomeçando. Os itens vendidos neste leilão são tesouros muito raros, e os convidados que participam são pessoas extraordinárias.	
9100	Inscrições do Penhasco do Dragão	Diz-se que o céu estava caindo e a terra estava rachando nas profundezas do deserto, após o que as inscrições do Penhasco do Dragão, local sagrado do antigo Yaoguai, ressurgiram no mundo!	
9101	Inscrições do Penhasco do Dragão	Diz-se que o céu estava caindo e a terra estava rachando nas profundezas do deserto, após o que as inscrições do Penhasco do Dragão, local sagrado do antigo Yaoguai, ressurgiram no mundo!	
2001	Pista do Alquimista	É dito que o Mt. FullMoon tem exibido recentemente ocorrências estranhas, com avistamentos de antigos alquimistas. Você pode enviar um discípulo para investigar!
